Let Me Down Slowly,0,0,1
Orinoco Flow,0,0,1
Starving,0,0,0
The Night We Met,0,0,1
Fix You,0,0,1
Hey There Delilah,0,0,1
The Scientist,0,0,1
When You're Gone,0,0,1
Someone You Loved,0,0,1
Hot Milk,0,0,1
Kryptonite,0,0,1
Mr Lawrence,0,0,1
Murder Song,0,0,1
Afterglow,0,0,1
